,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
15,Savage Three,1975,ActionCrime,6.8 / 10,https://yts.rs/movie/savage-three-1975," The Savage Three are three young men, fresh into the world, who work together at a computer analysis company. All three appear to be calm, level-headed, well-educated young men with the world at their fingertips. They are best friends, working togther by day & playfully carousing at night. Dominated by the Ovidio, played by the handsome Joe Dallesandro, the three young men soon evolve from well-mannered professionals to violent criminals. —TemporaryOne-1 ",3838
16,The Bermuda Triangle,1978,HorrorMystery,4.1 / 10,https://yts.rs/movie/the-bermuda-triangle-1978," The passengers and crew of a ship on a scuba diving trip in the Caribbean stray into the famed Bermuda Triangle, and mysterious and deadly things start happening. ",4242
17,Piccadilly,1929,CrimeDrama,7.1 / 10,https://yts.rs/movie/piccadilly-1929," The star attraction of the Piccadilly Club is the dancing team of Mabel and Vic. Victor is infatuated with Mabel, but she rejects his advances, since she is in love with Valentine Wilmot, the club's owner. One night, as Mabel and Vic perform their act, there is a disruption caused by a customer who is unhappy about a dirty plate. When Wilmot goes back to the kitchen to investigate, he finds several employees in the scullery watching Shosho, one of the dishwashers, dancing on a table. That night, Wilmot fires both Shosho and Victor. But the club's sagging fortunes soon lead him to re-evaluate Shosho's talent. —Snow Leopard ",8484
18,TINY: The Life of Erin Blackwell,2016,Documentary,6.8 / 10,https://yts.rs/movie/tiny-the-life-of-erin-blackwell-2016," A sequel to Streetwise, focusing on Tiny. ",6060
19,Colt 38 Special Squad,1976,ActionCrime,6.8 / 10,https://yts.rs/movie/colt-38-special-squad-1976," A police commissioner forms a secret motorized brigade in order to fight a dangerous terrorist who is depositing bombs throughout the city of Turin. ",3535
0,La Habanera,1937,Drama,6.1 / 10,https://yts.rs/movie/la-habanera-1937," Astrée Sternhjelm is visiting Puerto Rico with her aunt Ana, and is enchanted by the island. The day before leaving she meets the wealthy Don Pedro at a bullfight arena, and is infatuated by him. Just before the ship takes off, she hears the song ""La Habanera"" sung by some natives at the quay. The song strikes a chord in her heart, and without hesitating she leaves the boat to find Don Pedro. After some weeks they get married. Ten years later her paradise has turned into hell. She is locked up with her son Juan in the big estate by her jealous and controlling husband. In Stockholm her aunt Ana is financing a foundation, which is sending two doctors to Puerto Rico to research a tropical fever. One of them, Dr. Sven Nagel, was once in love with Astrée, and the aunt asks him to find out what has happened to her niece. When the two doctors arrive to the island, they are met with hostility from the authorities and the local doctors, who are afraid that news about the tropical fever in the world press, would cause all investors to withdraw from Puerto Rico. The Swedish doctors succeed secretly to get a bacteriological sample and develop an antidote. Don Pedro invites them to a party in his house, as part of a plot to get them imprisoned. —Maths Jesperson {[email protected]} ",2626
1,A Life Ahead,1977,Drama,7.2 / 10,https://yts.rs/movie/a-life-ahead-1977," Madame Rosa lives in a sixth-floor walkup in the Pigalle; she's a retired prostitute, Jewish and an Auschwitz survivor, a foster mom to children of other prostitutes. Momo is the oldest and her favorite, an Algerian lad whom she raises as a Muslim. He asks about his parents; she answers evasively. As she ages and takes fewer children, Momo must do more for her; as money is tight, he tries to earn pennies on the street with a puppet. He's a beautiful man-child, and Madame Rosa makes him promise never to sell himself or become a pimp. A film editor, Nadine, befriends him, and his father appears as well. Madame Rosa reaches her last days in fear of hospitals, and Momo must act. — ",3737
2,Sin tetas no hay paraíso,2010,CrimeDrama,5 / 10,https://yts.rs/movie/sin-tetas-no-hay-paraiso-2010," Catalina is a young, beautiful girl living in extreme poverty with her brother Byron and her mother Hilda. She becomes obsessed with getting breast implants to get social status and money. She leaves her boyfriend Albeira and becomes a prostitute for drug dealers. In this way she will enjoy all the luxuries that she lacks. Meanwhile, her ex-boyfriend Albeira and her mother Hilda begin a relationship behind her back. ",6262
3,Maeve,1981,Drama,6.5 / 10,https://yts.rs/movie/maeve-1981," Maeve (Mary Jackson) returns to Belfast after being away for several years, and she stays in the family home with her sister and father. ",3838
4,Jeremy,1973,DramaMusic,6.9 / 10,https://yts.rs/movie/jeremy-1973," Jeremy Jones is learning cello at an arts school in New York. At school he spots Susan Rollins, who practices for a ballet audition, and he falls in love on first sight. He's very diffident in nearing her, so he gets some help of his experienced friend Ralph. Susan's first impression isn't great, until she hears him play his cello. The movie paints a quiet image of him winning her heart and the development of their relationship. —Tom Zoerner ",4141
5,Calendar Girl Murders,1984,CrimeDrama,4.7 / 10,https://yts.rs/movie/calendar-girl-murders-1984," Millionaire Richard Trainor is celebrating the fact that his new calendar featuring twelve nude woman is a huge success. However the party is ruined when Miss January is pushed off a building and later on that night Miss February is knifed to death. Policeman Lieutenant Dan Stoner is assigned to the case and he immediately strikes a friendship with photographer Cassie Bascomb. While Dan investigates the case Cassie is attacked. What connection is she to the case and will the killer be caught before he/she reached Miss December. —Lee Horton ",5757
6,Amazon Hot Box,2018,ActionDrama,4.5 / 10,https://yts.rs/movie/amazon-hot-box-2018," An American college student named Penny is erroneously apprehended during a dissident round-up in the banana republic of Rattica. She is incarcerated into the island penal system overseen by Wardress Von Krupp who is constructing the world's greatest information extractor. Crocodiles, religious zealots, psycho inmates and voodoo-based experiments block her every escape. Life is cheap and the jungle explodes in Amazon Hot Box. —WIP Films ",9595
7,Balloon,2019,Drama,6.9 / 10,https://yts.rs/movie/balloon-2019," A family struggles against the conflicting dictates of nature, spirituality, politics, and free will. ",4545
8,Blame It on Mum,2009,Drama,5.6 / 10,https://yts.rs/movie/blame-it-on-mum-2009,"  ",4343
9,Lillith,2019,ComedyHorror,3.9 / 10,https://yts.rs/movie/lillith-2019," After catching her long-term boyfriend cheating, Jenna turns toward elements she doesn't fully understand to get revenge. Said vengeance comes in the form of a succubus named Lillith, who embarks on a bloodthirsty, sex-fueled rampage. ",8989
10,Les anonymes,2013,Drama,7.2 / 10,https://yts.rs/movie/les-anonymes-2013," February 6, 1998. Ajaccio. The prefect Claude Erignac is murdered and the French anti-terrorist task forced arrest a group called ""Anonymous"". ",4747
11,"McBride: It's Murder, Madam",2005,Mystery,6.7 / 10,https://yts.rs/movie/mcbride-its-murder-madam-2005," A naive country girl believes she was hired to only have dinner with a man. When he propositions her, she goes back to confront her boss only to find her murdered and is accused of killing her. ",5656
12,Love Child,2019,DocumentaryDrama,6.9 / 10,https://yts.rs/movie/love-child-2019," Tensions run high from the opening minutes of this film. A desperate man in Tehran speaks to the camera: ""I'm not sure if, tomorrow, I'll be dead or alive."" This is Sahand, who has been in a long-term adulterous relationship with Leila, despite Iran's threat of the death penalty for infidelity. Now, the couple is fleeing the country with Mani, their four-year-old love child. Danish documentary filmmaker Eva Mulvad follows the family as they go into exile in Turkey and then enter United Nations bureaucratic limbo. They have the bad luck to start their journey in 2012, just as the Syrian Civil War is creating a mass wave of refugees; their case is pushed further down the list. Sahand and Leila are sympathetic and compelling figures on screen, keeping control of their negative emotions, as many parents do with children around. But they are quick to display joy, as revealed by the film's small moments: a birthday party, buying a bicycle, getting a job. As the years go by, their fate rests on whether they have the right paperwork: paternity test results, divorce certificates, and evidence of persecution. We gradually peel back the layers of their complicated past. —Toronto International Film Festival ",4848
13,Back for Good,2017,ComedyDrama,7.2 / 10,https://yts.rs/movie/back-for-good-2017," Max Kelly moved to New York to pursue acting, but years later, she feels further from reaching her goals than ever. When her high school sweetheart sends her a message out of the blue, she sees it as a sign to break up with New York and move home to win back the love of her life. ",10302
14,Te presento a Laura,2010,ActionComedy,5.9 / 10,https://yts.rs/movie/te-presento-a-laura-2010," Laura is a girl who saves the life of a suicidal young actor and after that she's dedicated to help him to overcome his crisis while at the same time together are performing the crazy tasks that laura has a in a list of things to be done before dead and that duty most be complete before the end of the month of April, during that time is being born among them something more than a friendship. —Carmen Handke ",4545
15,Biking Borders,2021,Documentary,7.9 / 10,https://yts.rs/movie/biking-borders-2021," Two young friends set off on a 15,000 km bicycle tour around the world for a unique fund-raising campaign - barely knowing what to expect, but with the dream of building a school in Guatemala. ",6060
16,Circumstantial Pleasures,2020,Animation,5.5 / 10,https://yts.rs/movie/circumstantial-pleasures-2020," A feature-length animated collage in six episodes, Circumstantial Pleasures is a dazzlingly upcycled treasure trove of found materials. Utilizing a variety of surprising techniques-from cut-out and stop-motion to live-action-Lewis Klahr crafts an indignant mosaic of late-capitalist iconography. ",5858
17,How Dogs Got Their Shapes,2016,Documentary,6.7 / 10,https://yts.rs/movie/how-dogs-got-their-shapes-2016," With many breeds and countless variations, canines are one of the most diverse species on Earth. From ears to tails, coats to paws, every part of their bodies is uniquely structured to serve a purpose. How Dogs Got Their Shapes shines a light on a variety of canine shapes to explain how each aspect plays a pivotal role in the evolution, history, and behavior of distinct dog breeds. —Brazilian We Bare Bears Fan ",9292
18,Parasite,1982,HorrorSci-Fi,3.9 / 10,https://yts.rs/movie/parasite-1982," Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus, his rednecks, and an evil government agent named Merchant. —Josh Pasnak ",5555
19,Real Talk,0,Drama,3.6 / 10,https://yts.rs/movie/real-talk-2021," While humorous, sarcastic and sometimes harsh, Dominique the Dame brings to the forefront America's contemporary views on race, sex, drugs, religion and technology through her listeners who call into her show ""Real Talk."" The radio program takes on a greater meaning when Dame mobilizes her listeners in a race against time to save the life of a pregnant teenager. —David Gould ",2424
0,Match,2014,ComedyDrama,6.7 / 10,https://yts.rs/movie/match-2014," Tobi Powell (Sir Patrick Stewart), an aging Juilliard dance professor with a colorful and international past, is interviewed by a woman and her husband (Carla Gugino and Matthew Lillard) for a dissertation she's writing about the history of dance in New York City in the 1960s. As the interview proceeds, it becomes increasingly clear that there are ulterior motives to the couple's visit. Explosive revelation is followed by questions about truth versus belief. It is a story about responsibility, artistic commitment, and love. ",3333
1,Good on Paper,2021,ComedyRomance,5.6 / 10,https://yts.rs/movie/good-on-paper-2021," After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful and possibly too good to be true. ",19291
2,Murder by the Coast,2021,CrimeDocumentary,6.5 / 10,https://yts.rs/movie/murder-by-the-coast-2021," In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth. ",8484
3,The House of Flowers: The Movie,2021,ComedyDrama,5.5 / 10,https://yts.rs/movie/the-house-of-flowers-the-movie-2021," The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance. ",6565
4,"Lacombe, Lucien",1974,DramaRomance,7.7 / 10,https://yts.rs/movie/lacombe-lucien-1974," A small town in the south-west of France, summer of 1944. Having failed to join the resistance, the 18 year old Lucien Lacombe, whose father is a prisoner in Germany and whose mother dates her employer, works for the German police. He then meets France Horn, the daughter of a rich jewish tailor. —Vincent Merlaud ",5151
5,Paulette,2012,ComedyCrime,6.6 / 10,https://yts.rs/movie/paulette-2012," Paulette lives alone in a housing project in the Paris suburbs. With her meager pension, she can no longer make ends meet. One evening when she attends a curious traffic incident outside her building, Paulette sees the sign of destiny. She decides to start selling cannabis. After all, why should she not? Paulette was formerly pastry chef. Her gift for trade and cooking skills are assets towards finding original solutions in the conducting of her new business. —Sddq.Shahid ",6868
6,A Summer's Tale,1996,ComedyDrama,7.6 / 10,https://yts.rs/movie/a-summers-tale-1996," A shy maths graduate takes a holiday in Dinard before starting his first job. He hopes his sort-of girlfriend will join him, but soon strikes up a friendship with another girl working in town. She in turn introduces him to a further young lady who fancies him. Thus the quiet young lad finds he is having to do some tricky juggling in territory new to him. —Jeremy Perkins {J-26} ",8484
7,The Legend of Naresuan: Part 2,2007,ActionDrama,7.2 / 10,https://yts.rs/movie/the-legend-of-naresuan-part-2-2007," Prince Naresuan is now the crown prince of Ayutthaya and the king of Burma is dead. While the new Burmese king is waging war, the crown prince plots to assassinate Naresuan. Hearing this, the prince decides to evacuate Thais out of the Burmese capital and declare that Siam will no longer bow to Burma. The war for the kingdom's independence begins. —Ploy P. ",11110
8,Legend of King Naresuan: Hostage of Hongsawadi,2007,DramaHistory,6.9 / 10,https://yts.rs/movie/legend-of-king-naresuan-hostage-of-hongsawadi-2007," The film concerns the life of King Naresuan, who liberated the Siamese from the control of Burma. Born in 1555, he was taken to Burma as a child hostage; there he became acquainted with sword fighting and became a threat to the Burmese empire. —Anonymous ",11514
9,Preaching to the Perverted,1997,ComedyDrama,6 / 10,https://yts.rs/movie/preaching-to-the-perverted-1997," Minister on a moral crusade employs young computer whizzkid Peter to infiltrate the London S&M scene. Peter has to gather evidence of physical ""assaults"" in order for the Minister to prosecute and shut the scene down. But Peter gets unwittingly drawn into it and falls for the Mistress Tanya Cheex. —Gareth Watkins ",10302
10,Summer Hours,2008,DramaFamily,7.2 / 10,https://yts.rs/movie/summer-hours-2008," In a small town, Hélène is a family matriarch who has devoted her life to preserving the legacy of her artist uncle. However, while her eldest son, Frédéric, wants to preserve her home after her passing, she harbors no such illusions as she prepares her legacy. After her death, her children realize what she anticipated as they come to terms with their inheritance's place in their own lives. In the resulting disposition of their mother's assets, treasured heirlooms of a romantic family past drift away even as their changing modern world confronts the value of their memories. —Kenneth Chisholm ([email protected]) ",5353
11,Jim Button and the Wild 13,2020,AdventureComedy,6.4 / 10,https://yts.rs/movie/jim-button-and-the-wild-13-2020," Ollie Clarke and his gang take on world. ",10504
12,L'uomo senza memoria,1974,MysteryRomance,6.4 / 10,https://yts.rs/movie/luomo-senza-memoria-1974," Luc Merenda plays a man who as a result of a car crash is suffering from amnesia and is trying to learn about his past, then a menacing individual accuses him of betrayal and is lured into Italy where he finds that he is married man, soon afterwards more pieces of his puzzling past begin to fall in place. —jairhcastillo ",4040
13,The Puppetoon Movie,1987,AnimationFamily,7.1 / 10,https://yts.rs/movie/the-puppetoon-movie-1987," Salute to the revolutionary Oscar winning stop motion animated Puppetoons created by sci-fi fantasy film legend George Pal. Gumby, Pokey and Arnie the Dinosaur host 12 of Pal's milestone shorts from 1934-1947 that have inspired animation and special effects filmmakers ever since. —Puppetoon Productions ",5656
14,Back to the Secret Garden,2000,FamilyFantasy,5.8 / 10,https://yts.rs/movie/back-to-the-secret-garden-2000," Return to the magical place where hope and friendship grow. Back To The Secret Garden, the sequel inspired by the classic children's tale, The Secret Garden, leads us into a magical world of hope and friendship on a grand adventure for the entire family. —Anonymous ",6161
15,Fiend Without a Face,1958,HorrorSci-Fi,6.2 / 10,https://yts.rs/movie/fiend-without-a-face-1958," A Scientist, experimenting with telekinetic powers enhanced by a nearby nuclear power plant succeeds in creating a new form of life. This new creature grows in intelligence until it finally escapes his laboratory. Once outside the lab, and closer to its nuclear power source it multiplies. The creature is also invisible, so no one knows what it looks like... — ",5353
16,"Il lungo, il corto, il gatto",1967,Comedy,6.7 / 10,https://yts.rs/movie/il-lungo-il-corto-il-gatto-1967," Two dim-witted servants to an elderly, wealthy woman learn that they are to inherent the late woman's money, on the condition that they have to care for her rambunctious pet cat, which turns it out is not easy to do. ",3232
17,Everybody Gets Stabbed,2020,ComedyHorror,2.3 / 10,https://yts.rs/movie/everybody-gets-stabbed-2020," Clive likes Lauren. Lauren has no idea. Desmond is in love with Clive. Clive has no idea. Lauren and her boyfriend Tom love each other very much. Clive doesn't like Tom, because Clive was the one who put in all the friend coins and wasn't rewarded with a relationship. So with Desmond's help Clive decides to start killing all of their friends and blame it on Tom, and then something something something Lauren will realise she really loves Clive. And maybe if they hang out together Clive will fall in love with Desmond. It's not the greatest of plans. And they're not the greatest of murderers. But they're going to give it a red hot go, because mediocre white men always rise to the top. ",4646
18,Aachi & Ssipak,2006,ActionAnimation,6.8 / 10,https://yts.rs/movie/aachi-ssipak-2006," In a future where energy is made from fecal matter, the government rewards defecation with ""juicybars"". Small-time hustlers try to get rich while fending off the mutated Diaper Gang. ",4848
19,The Patent Scam,2017,Documentary,7.4 / 10,https://yts.rs/movie/the-patent-scam-2017," ""The Patent Scam"" highlights the many challenges frivolous patent litigation poses for business owners and entrepreneurs, juxtaposing their stories of struggle against interviews with lawyers and patent trolls who are benefiting from these loopholes in our patent system. Non-practicing entities (NPEs) purchase vague, low quality patents - many of which should never have been granted in the first place - to claim ownership of commonly-used ideas or business methods such as searching for something using a computer. Non Practicing Entities (NPE), also known as ""patent trolls,"" use these patents to threaten litigation against businesses, particularly small and medium sized businesses they know will not have the funding to endure a lengthy legal battle. Ultimately, the film asks Congress to act to protect America's entrepreneurs from this drain on innovation. —Austin Meyer ",8484
0,A Soldier's Story 2: Return from the Dead,2020,Action,3.5 / 10,https://yts.rs/movie/a-soldiers-story-2-return-from-the-dead-2020," In Watz Republic, Regina (Linda Ejiofor) confides in her friend, Zaya (Somkele Idhalama) to look after her younger brother while she goes after the desires of her heart to be with Major Egan (Tope Tedela). ",10807
1,All About Yves,2019,Comedy,5.5 / 10,https://yts.rs/movie/all-about-yves-2019," Jerem moved to his grandmother's house to compose a rap record. He meets So, a mysterious investigator on behalf of the start-up Digital Cool, who persuades him to take the test Yves, a smart refrigerator, supposed to simplify his life. Gradually, the fridge will win the friendship of Jerem, to make him a star by becoming his ghost writer. —Le Pacte ",4444
2,The Umbrella Coup,1980,AdventureComedy,6.7 / 10,https://yts.rs/movie/the-umbrella-coup-1980," A womanizer balances his wife, mistress, and love interest. ",4141
3,Babysitter Must Die,2020,HorrorThriller,4 / 10,https://yts.rs/movie/babysitter-must-die-2020," Armed cultists invade a family's home, and their babysitter fights back. ",16059
4,White Demise,2020,DramaFantasy,4 / 10,https://yts.rs/movie/white-demise-2020," A desperate woman embarks on a journey to find a life-saving bullet, seeking to reverse the tragic death of her daughter, but the only way to do that is through the man who revived her murderer. ",5959
5,Clairevoyant,2021,ComedyDrama,7.8 / 10,https://yts.rs/movie/clairevoyant-2021," A yoga-practicing, chai latte drinking, incense burning rich girl hires a camera crew to document her journey to enlightenment as she attempts to attain nirvana and shed her ego. She embarks on a path of self-discovery - confronting her past, her painful present, and the oxymoronic Los Angeles spiritual scene as well as worldwide theology at large. ",10201
6,Sign 'o' the Times,1987,DocumentaryMusic,8.1 / 10,https://yts.rs/movie/sign-o-the-times-1987," Music legend Prince and his band perform 13 numbers, most of them from his double album, ""Sign 'o' the Times."" This is high-energy stuff: neon signs flash above the stage, suggesting the honky-tonk district of a big city, and between numbers there are vignettes of street life. Sheila E., Boni Boyer and Cat provide rhythmic, vocal and physical pyrotechnics while Sheena Easton appears in a film within a film, her rock video ""U Got the Look."" In constant motion, never far from center stage, is Prince, Minnesota's charismatic virtuoso, giving the performance of a lifetime. ",9595
7,The Sex Adventures of the Three Musketeers,1971,Comedy,3 / 10,https://yts.rs/movie/the-sex-adventures-of-the-three-musketeers-1971," A young d'Artagnan sets off to join the Musketeers and along the way encounters several able and willing beautiful women who cannot wait to teach our would-be warrior how to wield his weapon. From the start, peasant girl Yvonne has her eye on him and has a couple of romps in the corn field. The three Musketeers also get their share of female flesh with the barmaids. —augustian ",29290
8,Send It!,2021,ActionAdventure,5.5 / 10,https://yts.rs/movie/send-it-2021," An extreme sportsman's life forever changes upon departing his simple Texas roots to compete in the world's most prestigious Kiteboarding Championship. Along the way, an edgy street-smart girl challenges him well beyond just kiting. ",13938
9,My Heart Is That Eternal Rose,1989,ActionCrime,7 / 10,https://yts.rs/movie/my-heart-is-that-eternal-rose-1989," Two Young couples Lap (Joey Wang) and Rick (Kenny Bee) separates when Lap's Father (Kwan Hoi San) fails a mission, and Lap asks his father's partner Godfather Shen (Chan Wai Man) for help help and becoming his unwillingly moll, but 6 years later, Rick travels abroad to work as an assassin for hire. But Lap and Rick's love stays strong, and when the two are reunited, their rekindled emotions lead them into extreme danger. ",4646
10,Underwater Love,2011,ComedyDrama,5.6 / 10,https://yts.rs/movie/underwater-love-2011," Asuka, 35-year-old woman working at a fish factory and engaged to her boss Hajime Taki. In all her life, as she seems nice and peaceful, until one day while walking around the lake, it does not occur with the mythological creature is a hybrid of human and fish. This marsh inhabitants Asuka learns his long-drowned in a swamp classmate. Despite the fact that drowning guy like reborn as a fish, he still loves Asuka, and ready at any cost to achieve its location. ",12625
11,The Sun Shines Bright,1953,ComedyDrama,7 / 10,https://yts.rs/movie/the-sun-shines-bright-1953," John Ford weaves three ""Judge Priest"" stories together to form a good- natured exploration of honour and small-town politics in the South around the turn of the century. Judge William Priest is involved variously in revealing the real identity of Lucy Lake, reliving his Civil War memories, preventing the lynching of a youth and contesting the elections with Yankee Horace K. Maydew. —Bernard Keane ",5454
12,Go! Princess Pretty Cure the Movie Go! Go!! Gorgeous Triple Feature,2015,Action,5 / 10,https://yts.rs/movie/go-princess-pretty-cure-the-movie-go-go-gorgeous-triple-feature-2015,"  ",3232
13,Pokémon the Movie: White-Victini and Zekrom,2011,AdventureAnimation,5.9 / 10,https://yts.rs/movie/pokemon-the-movie-white-victini-and-zekrom-2011," During their travels through the Unova region, Ash and his friends Iris and Cilan arrive in Eindoak Town, built around a castle called the Sword of the Vale. The three Trainers have come to compete in the town's annual battle competition, and Ash manages to win with some unexpected help from the Mythical Pokémon Victini. It turns out Victini has a special bond with this place. Long ago, the castle watched over the Kingdom of the Vale, and the partnership between Victini and the king protected its people who lived there. But that kingdom has since vanished into memory, leaving behind powerful relics and ancient Pokémon. Damon, a descendant of the People of the Vale, is trying to restore the lost kingdom with the help of his Reuniclus. His quest has taken him to the far reaches of the barren desert, and he has convinced the Legendary Pokémon Reshiram to join him in the search for truth. Damon plans to trap Victini and harness its power, and as that plan gets under way, the entire town of Eindoak faces disaster. Can Ash awaken the Legendary Pokémon Zekrom to help him stop Damon and save Victini? —Official site ",9595
14,Alibi.com,2017,Comedy,6.5 / 10,https://yts.rs/movie/alibi-com-2017," Greg founded a company called Alibi.com that creates any type of alibi. With his associate, Augustin, and Medhi his new employee, they devise unstoppable stratagems and stagings to cover their clients. But meeting Flo, a pretty blonde who hates men who lie, will complicate Greg's life, which begins by hiding the true nature of his activity. During the presentation to parents, Greg understands that Gérard, the father of Flo, is also one of their clients . —OzzyPsycko ",4848
15,Missing,2019,DramaThriller,4.3 / 10,https://yts.rs/movie/missing-2019," In 2005, a high-profile case of a police officer who disappeared during a forest hike spawned urban legends about the existence of a gateway into another world. In 2016, those legends inspired popular internet novel Missing, which is now being adapted into an eerie supernatural thriller by first-time director and Fresh Wave alum Ronnie Chau. Former pop idol Gillian Chung stars as a social worker who hires a mountain guide to search for her missing father in the mountains. She discovers the mystical gateway from the urban legends, but is her father really waiting for her on the other side? —HKAFF ",4848
16,Yes! Precure 5: Kagami no Kuni no Miracle Daibôken! (Pretty Cure 5),0,Action,5 / 10,https://yts.rs/movie/yes-precure-5-kagami-no-kuni-no-miracle-daiboken-pretty-cure-5-,"  ",2121
17,Vesna na Zarechnoy ulitse,1956,DramaRomance,7.6 / 10,https://yts.rs/movie/vesna-na-zarechnoy-ulitse-1956," A newly appointed Russian literature teacher develops a strong connection with one of her flagging students. ",3434
18,Let's Dream,2021,HorrorSci-Fi,3.8 / 10,https://yts.rs/movie/lets-dream-2021," Let, a reclusive, insomniac photographer, is hired to photograph a mysterious client in the forest late one night, and soon finds himself pulled into a bizarre, otherworldly quest. ",9999
19,Quiet Days in Clichy,1970,ComedyDrama,5.3 / 10,https://yts.rs/movie/quiet-days-in-clichy-1970," Not so quiet, Joey and Carl's days in Clichy... The two men, living in a small apartment, are penniless writers, with not enough to eat, which does not prevent them from enjoying life. One of their main interests is to get laid with women of various ages, physical appearances and nationalities. Among them, a neighbor in need, a fourteen-year-old half-witted girl, an American newspaper vendor who tends to smash up everything before making love, a Swedish woman who mourns her late husband..., all being merely sex toys they play with —Guy Bellinger ",7575
0,Guilty as Sin,1993,CrimeDrama,5.6 / 10,https://yts.rs/movie/guilty-as-sin-1993," A man accused of murdering his wife approaches a hotshot female criminal attorney to take his case. The man is a self-professed womaniser, and his alleged motive would be the large sum of money his wife left him. The attorney begins to have second thoughts about representing him when he starts making it look like they're having an affair and tells her things she can't reveal because of lawyer/client privilege, so she starts her own investigation of him, which threatens her career and the safety of her friends and herself. ",8282
1,Di Di Hollywood,2010,CrimeDrama,3.6 / 10,https://yts.rs/movie/di-di-hollywood-2010," Dreams of fame take Diana from Madrid to Hollywood. She seems to be on the right path when a powerful agent notices her, but he only wants someone for a sham marriage with a secretly gay star. ",4343
2,Gekijouban Hakuouki: Daiisshou Kyouto ranbu,2013,Animation,6.9 / 10,https://yts.rs/movie/gekijouban-hakuouki-daiisshou-kyouto-ranbu-2013,"  ",8383
3,Friendship's Death,1987,DramaSci-Fi,6.2 / 10,https://yts.rs/movie/friendships-death-1987," In the 1970s, aliens send a female android diplomat to Earth on a mission of peace. She lands in war-torn Palestine instead of MIT by mistake and meets a friendly UK journalist there. They begin a series of insightful conversations. ",6363
4,Silent Möbius,1991,ActionAnimation,6.4 / 10,https://yts.rs/movie/silent-mobius-1991," The future police has a unique division: the Attack Mystification Department. The operatives have unique training... and talents! Set to stop the weird happenings going on in the city, and discover whats behind the unknown. —Anonymous ",5656
5,Date a Live Movie: Mayuri Judgement,2015,ActionAnimation,6.6 / 10,https://yts.rs/movie/date-a-live-movie-mayuri-judgement-2015," A huge sphere suddenly began to emit a mysterious spiritual wave in Tengu City and disrupts its peace. A mysterious, beautiful girl showed up at the same time. Secretly, what is her purpose to cast her line of sight to Shido and the others? ",4141
6,Bloody Passion,1992,ActionCrime,5.5 / 10,https://yts.rs/movie/bloody-passion-1992," Bloody Passion Aka To Kuro No Netsujo (1992) is about An ex Yakuza leaves prison and vows to take care of his best friend's sister who, through grief and drug addiction, suffered a mental breakdown and lost her memory. ",3939
7,Winter of Frozen Dreams,2009,CrimeDrama,4.7 / 10,https://yts.rs/movie/winter-of-frozen-dreams-2009," Barbara Hoffman is a University of Wisconsin science student. She is a part-time employee at a local massage parlor. She is also a killer. Now all Detective Lulling has to do is prove it. ",7272
8,A Long Way from Home,2013,DramaRomance,5.4 / 10,https://yts.rs/movie/a-long-way-from-home-2013," Joseph and Brenda have done what many only dream of and retired to the South of France to live out the rest of their days as if they were permanently on holiday. But retirement is not what Joseph imagined, and when he meets a young, attractive woman, Suzanne, everything he thought he knew about himself and his world is turned upside down. —Joe ",5656
9,Ancient Gods of Egypt,2017,History,5.5 / 10,https://yts.rs/movie/ancient-gods-of-egypt-2017," ""Gods of Egypt"" was a huge box office success but the true Gods were more ancient and mysterious than fiction. Powerful and deadly, all knowing, and all seeing, they were the original Masters of the Universe. They originated many thousands of years ago in a land far away from Egypt. From the Gods of the underworld, Osiris and Anubis; to the Gods of light such as Amun-Ra and Horus; the lives and actions of the Gods of Ancient Egypt explain our very existence and our place in the universe. Prepare to experience the Real Gods of Egypt and the original Game of Thrones. ",16766
10,Underground: The Julian Assange Story,2012,BiographyDrama,6.7 / 10,https://yts.rs/movie/underground-the-julian-assange-story-2012," Julian Assange is one of the most significant figures of the twenty first century. But before he was famous, before WikiLeaks, before the internet even existed, he was a teenage computer hacker in Melbourne. This is his story. In 1989, known as 'Mendax', Assange and two friends formed a group called the 'International Subversives'. Using early home computers and defining themselves as 'white hat hackers' - those who look but don't steal - they broke into some of the world's most powerful and secretive organisations. They were young, brilliant, and in the eyes of the US Government, a major threat to national security. At the urging of the FBI, the Australian Federal Police set up a special taskforce to catch them. But at a time when most Australian police had never seen a computer, let alone used one, they had to figure out just where to begin. Police ingenuity and old-fashioned detective work are pitted against nimble, highly skilled young men in this new crime frontier. What follows, is a tense and gripping game of cat and mouse through the electronic underground of Melbourne. —Anonymous ",4343
11,After Party Secrets,2021,Thriller,2.4 / 10,https://yts.rs/movie/after-party-secrets-2021," A hip-hop recording artist, TV actress and child sitcom star find themselves in the same room with a dead body. They must outwit one another, as well as fight to protect their careers as they try to identify the killer. ",16261
